locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
b0026,ileS,,22391,25207,+,isoleucine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P00956
b0027,lspA,,25207,25701,+,lipoprotein signal peptidase,Cell wall/membrane/envelope biogenesis,P00804
b0028,fkpB,,25826,26275,+,peptidyl-prolyl cis-trans isomerase FkpB,"Post-translational modification, protein turnover,and chaperones",P0AEM0
b0029,ispH,,26277,27227,+,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase,Lipid transport and metabolism,P62623
b0030,rihC,,27293,28207,+,ribonucleoside hydrolase RihC,Nucleotide transport and metabolism,P22564
b0031,dapB,,28374,29195,+,4-hydroxy-tetrahydrodipicolinate reductase,Amino acid transport and metabolism,P04036
b0032,carA,,29651,30799,+,carbamoyl phosphate synthetase subunit alpha,Nucleotide transport and metabolism,P0A6F1
b0033,carB,,30817,34038,+,carbamoyl phosphate synthetase subunit beta,Nucleotide transport and metabolism,P00968
b0034,caiF,,34300,34695,+,DNA-binding transcriptional activator CaiF,Transcription,P0AE58
b0035,caiE,,34781,35371,-,putative transferase CaiE,Function unknown,P39206
b0036,caiD,,35377,36162,-,crotonobetainyl-CoA hydratase,Lipid transport and metabolism,P31551
b0037,caiC,,36271,37824,-,carnitine-CoA ligase,Lipid transport and metabolism,P31552
b0038,caiB,,37898,39115,-,gamma-butyrobetainyl-CoA:carnitine CoA transferase,Energy production and conversion,P31572
b0039,caiA,,39244,40386,-,crotonobetainyl-CoA reductase,Lipid transport and metabolism,P60584
b0040,caiT,,40417,41931,-,L-carnitine:gamma-butyrobetaine antiporter,Cell wall/membrane/envelope biogenesis,P31553
b0041,fixA,,42403,43173,+,putative electron transfer flavoprotein FixA,Energy production and conversion,P60566
b0042,fixB,,43188,44129,+,putative electron transfer flavoprotein FixB,Energy production and conversion,P31574
b0043,fixC,,44180,45466,+,putative oxidoreductase FixC,Energy production and conversion,P68644
b0044,fixX,,45463,45750,+,putative ferredoxin FixX,Energy production and conversion,P68646
b0045,yaaU,,45807,47138,+,putative transporter YaaU,Inorganic ion transport and metabolism,P31679
b0046,kefF,,47246,47776,+,regulator of KefC-mediated potassium transport and quinone oxidoreductase,Energy production and conversion,P0A754
b0047,kefC,,47769,49631,+,K(+) : H(+) antiporter KefC,Inorganic ion transport and metabolism,P03819
b0048,folA,,49823,50302,+,dihydrofolate reductase,Coenzyme transport and metabolism,P0ABQ4
b0049,apaH,,50380,51222,-,diadenosine tetraphosphatase,Signal transduction mechanisms,P05637
b0050,apaG,,51229,51606,-,DUF525 domain-containing protein ApaG,Inorganic ion transport and metabolism,P62672
b0051,rsmA,,51609,52430,-,16S rRNA m(6)2A1518%2Cm(6)2A1519 dimethyltransferase,"Translation, ribosomal structure and biogenesis",P06992
b0052,pdxA,,52427,53416,-,4-hydroxythreonine-4-phosphate dehydrogenase,Coenzyme transport and metabolism,P19624
b0053,surA,,53416,54702,-,peptidyl-prolyl cis-trans isomerase SurA,"Post-translational modification, protein turnover,and chaperones",P0ABZ6
b0054,lptD,,54755,57109,-,lipopolysaccharide assembly protein LptD,Cell wall/membrane/envelope biogenesis,P31554
b0055,djlA,,57364,58179,+,co-chaperone protein DjlA,"Post-translational modification, protein turnover,and chaperones",P31680
b0056,yabP,,58474,59124,+,putative uncharacterized protein YabP,Function unknown,UPI000013A00F
b0057,yabQ,,59121,59279,+,protein YabQ,No COG annotation,UPI000013A010
b0058,rluA,,59687,60346,-,23S rRNA pseudouridine(746) and tRNA pseudouridine(32) synthase,"Translation, ribosomal structure and biogenesis",P0AA37
b0059,rapA,,60358,63264,-,RNA polymerase-binding ATPase and RNAP recycling factor,Transcription,P60240
b0060,polB,,63429,65780,-,DNA polymerase II,"Replication, recombination and repair",P21189
b0061,araD,,65855,66550,-,L-ribulose-5-phosphate 4-epimerase AraD,Carbohydrate transport and metabolism,P08203
b0062,araA,,66835,68337,-,L-arabinose isomerase,Carbohydrate transport and metabolism,P08202
b0063,araB,,68348,70048,-,ribulokinase,Nucleotide transport and metabolism,P08204
b0064,araC,,70387,71265,+,DNA-binding transcriptional dual regulator AraC,Transcription,P0A9E0
b0065,yabI,,71351,72115,+,DedA family protein YabI,Function unknown,P30149
b0066,thiQ,,72229,72927,-,thiamine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P31548
b0067,thiP,,72911,74521,-,thiamine ABC transporter membrane subunit,Inorganic ion transport and metabolism,P31549
b0068,thiB,,74497,75480,-,thiamine ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,P31550
b0069,sgrR,,75644,77299,-,DNA-binding transcriptional dual regulator SgrR,Transcription,P33595
b4662,sgrT,,77388,77519,+,putative inhibitor of the PtsG glucose transporter,Energy production and conversion,C1P5Z7
b0070,setA,,77621,78799,+,sugar exporter SetA,Inorganic ion transport and metabolism,P31675
b0071,leuD,,78848,79453,-,3-isopropylmalate dehydratase subunit LeuD,Amino acid transport and metabolism,P30126
b0072,leuC,,79464,80864,-,3-isopropylmalate dehydratase subunit LeuC,Amino acid transport and metabolism,P0A6A6
b0073,leuB,,80867,81958,-,3-isopropylmalate dehydrogenase,Energy production and conversion,P30125
b0074,leuA,,81958,83529,-,2-isopropylmalate synthase,Amino acid transport and metabolism,P09151
b0075,leuL,,83622,83708,-,leu operon leader peptide,No COG annotation,P0AD79
b0076,leuO,,84368,85312,+,DNA-binding transcriptional dual regulator LeuO,Transcription,P10151
b4726,yabR,,85467,85511,-,protein YabR,No COG annotation,UPI000E466577
b0077,ilvI,,85630,87354,+,acetolactate synthase/acetohydroxybutanoate synthase%2C catalytic subunit,Coenzyme transport and metabolism,P00893
b0078,ilvH,,87357,87848,+,acetolactate synthase/acetohydroxybutanoate synthase%2C regulatory subunit,Amino acid transport and metabolism,P00894
b0080,cra,,88028,89032,+,DNA-binding transcriptional dual regulator Cra,Transcription,P0ACP1
b0081,mraZ,,89634,90092,+,DNA-binding transcriptional repressor MraZ,Transcription,P22186
b0082,rsmH,,90094,91035,+,16S rRNA m(4)C1402 methyltransferase,"Translation, ribosomal structure and biogenesis",P60390
b0083,ftsL,,91032,91397,+,cell division protein FtsL,"Cell cycle control, cell division, chromosome partitioning",P0AEN4
b0084,ftsI,,91413,93179,+,peptidoglycan DD-transpeptidase FtsI,Cell wall/membrane/envelope biogenesis,P0AD68
b0085,murE,,93166,94653,+,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,Cell wall/membrane/envelope biogenesis,P22188
b0086,murF,,94650,96008,+,D-alanyl-D-alanine-adding enzyme,Cell wall/membrane/envelope biogenesis,P11880
b0087,mraY,,96002,97084,+,phospho-N-acetylmuramoyl-pentapeptide-transferase,Cell wall/membrane/envelope biogenesis,P0A6W3
b0088,murD,,97087,98403,+,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,Cell wall/membrane/envelope biogenesis,P14900
b0089,ftsW,,98403,99647,+,putative lipid II flippase FtsW,"Cell cycle control, cell division, chromosome partitioning",P0ABG4
b0090,murG,,99644,100711,+,N-acetylglucosaminyl transferase,Cell wall/membrane/envelope biogenesis,P17443
b0091,murC,,100765,102240,+,UDP-N-acetylmuramate--L-alanine ligase,Cell wall/membrane/envelope biogenesis,P17952
b0092,ddlB,,102233,103153,+,D-alanine--D-alanine ligase B,Nucleotide transport and metabolism,P07862
b0093,ftsQ,,103155,103985,+,cell division protein FtsQ,"Cell cycle control, cell division, chromosome partitioning",P06136
b0094,ftsA,,103982,105244,+,cell division protein FtsA,"Cell cycle control, cell division, chromosome partitioning",P0ABH0
b0095,ftsZ,,105305,106456,+,cell division protein FtsZ,"Cell cycle control, cell division, chromosome partitioning",P0A9A6
b0096,lpxC,,106557,107474,+,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Cell wall/membrane/envelope biogenesis,P0A725
b0097,secM,,107705,108217,+,SecA translation regulator,Function unknown,P62395
b0098,secA,,108279,110984,+,protein translocation ATPase,"Intracellular trafficking, secretion, and vesicular transport",P10408
b0099,mutT,,111044,111433,+,8-oxo-dGTP diphosphatase,"Replication, recombination and repair",P08337
b0101,yacG,,111649,111846,-,DNA gyrase inhibitor YacG,Function unknown,P0A8H8
b0102,zapD,,111856,112599,-,cell division factor ZapD,"Cell cycle control, cell division, chromosome partitioning",P36680
b0103,coaE,,112599,113219,-,dephospho-CoA kinase,Nucleotide transport and metabolism,P0A6I9
b4727,yacM,,113244,113288,+,protein YacM,No COG annotation,UPI000E46656E
b0104,guaC,,113444,114487,+,GMP reductase,Nucleotide transport and metabolism,P60560
b0106,hofC,,114522,115724,-,inner membrane protein HofC,"Intracellular trafficking, secretion, and vesicular transport",P36646
b0107,hofB,,115714,117099,-,T2SSE family protein,Cell motility,P36645
b0108,ppdD,,117109,117549,-,prepilin peptidase-dependent protein,Cell motility,P36647
b0109,nadC,,117752,118645,-,quinolinate phosphoribosyltransferase (decarboxylating),Nucleotide transport and metabolism,P30011
b0110,ampD,,118733,119284,+,1%2C6-anhydro-N-acetylmuramoyl-L-alanine amidase,Defense mechanisms,P13016
b0111,ampE,,119281,120135,+,protein AmpE,Defense mechanisms,P0AE14
b0112,aroP,,120178,121551,-,aromatic amino acid:H(+) symporter AroP,"Intracellular trafficking, secretion, and vesicular transport",P15993
b0113,pdhR,,122092,122856,+,DNA-binding transcriptional dual regulator PdhR,Transcription,P0ACL9
b0114,aceE,,123017,125680,+,pyruvate dehydrogenase E1 component,Nucleotide transport and metabolism,P0AFG8
b0115,aceF,,125695,127587,+,pyruvate dehydrogenase%2C E2 subunit,Nucleotide transport and metabolism,P06959
b0116,lpd,,127912,129336,+,lipoamide dehydrogenase,Nucleotide transport and metabolism,P0A9P0
b0117,yacH,,129407,131260,-,DUF3300 domain-containing protein YacH,Cell wall/membrane/envelope biogenesis,P36682
b0118,acnB,,131615,134212,+,hypothetical protein,Energy production and conversion,P36683
b0119,yacL,,134388,134750,+,UPF0231 family protein YacL,Function unknown,P0A8E5
b0120,speD,,134788,135582,-,S-adenosylmethionine decarboxylase proenzyme,Nucleotide transport and metabolism,P0A7F6
b0121,speE,,135598,136464,-,spermidine synthase,Amino acid transport and metabolism,P09158
b0122,yacC,,136570,136917,-,putative lipoprotein YacC,Function unknown,P0AA95
b0123,cueO,,137083,138633,+,cuprous oxidase/multicopper oxidase with role in copper homeostasis,"Secondary metabolites biosynthesis, transport, and catabolism",P36649
b0124,gcd,,138835,141225,-,quinoprotein glucose dehydrogenase,Carbohydrate transport and metabolism,P15877
b0125,hpt,,141431,141967,+,hypoxanthine phosphoribosyltransferase,Nucleotide transport and metabolism,P0A9M2
b0126,can,,142008,142670,-,carbonic anhydrase 2,Inorganic ion transport and metabolism,P61517
b0127,yadG,,142779,143705,+,putative ABC transporter ATP-binding protein YadG,Defense mechanisms,P36879
b0128,yadH,,143702,144472,+,putative ABC transporter membrane subunit YadH,Defense mechanisms,P0AFN6
b0129,yadI,,144577,145017,+,putative PTS enzyme IIA component YadI,Carbohydrate transport and metabolism,P36881
b0130,yadE,,145081,146310,+,putative polysaccharide deacetylase lipoprotein,Carbohydrate transport and metabolism,P31666
b0131,panD,,146314,146694,-,aspartate 1-decarboxylase proenzyme,Coenzyme transport and metabolism,P0A790
b0132,rpnC,,146968,147870,+,recombination-promoting nuclease RpnC,"Replication, recombination and repair",P31665
b0133,panC,,147944,148795,-,pantothenate synthetase,Coenzyme transport and metabolism,P31663
b0134,panB,,148807,149601,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,P31057
b0135,yadC,,149715,150953,-,fimbrial tip-adhesin YadC,Cell motility,P31058
b0136,yadK,,151003,151599,-,putative fimbrial protein YadK,Cell motility,P37016
b0137,yadL,,151626,152231,-,putative fimbrial protein YadL,Cell motility,P37017
b0138,yadM,,152243,152812,-,putative fimbrial protein YadM,Cell motility,P37018
b0139,htrE,,152829,155426,-,putative fimbrial usher protein HtrE,Cell wall/membrane/envelope biogenesis,P33129
b0140,yadV,,155461,156201,-,putative fimbrial chaperone YadV,Cell wall/membrane/envelope biogenesis,P33128
b0141,yadN,,156299,156883,-,putative fimbrial protein YadN,Cell motility,P37050
b0142,folK,,157253,157732,-,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,Coenzyme transport and metabolism,P26281
b0143,pcnB,,157729,159126,-,poly(A) polymerase I,Nucleotide transport and metabolism,P0ABF1
b0144,gluQ,,159186,160112,-,glutamyl-Q tRNA(Asp) synthetase,"Translation, ribosomal structure and biogenesis",P27305
b0145,dksA,,160149,160604,-,RNA polymerase-binding transcription factor DksA,Signal transduction mechanisms,P0ABS1
b0146,sfsA,,160782,161486,-,putative DNA-binding transcriptional regulator of maltose metabolism,Transcription,P0A823
b0147,thpR,,161501,162031,-,RNA 2'%2C3'-cyclic phosphodiesterase,"Translation, ribosomal structure and biogenesis",P37025
b0148,hrpB,,162105,164534,+,putative ATP-dependent RNA helicase HrpB,"Replication, recombination and repair",P37024
b0149,mrcB,,164730,167264,+,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcB,Cell wall/membrane/envelope biogenesis,P02919
b0150,fhuA,,167484,169727,+,ferrichrome outer membrane transporter/phage receptor,Inorganic ion transport and metabolism,P06971
b0151,fhuC,,169778,170575,+,iron(III) hydroxamate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P07821
b0152,fhuD,,170575,171465,+,iron(III) hydroxamate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,P07822
b0153,fhuB,,171462,173444,+,iron(III) hydroxamate ABC transporter membrane subunit,Inorganic ion transport and metabolism,P06972
b0154,hemL,,173602,174882,-,glutamate-1-semialdehyde aminotransferase,Coenzyme transport and metabolism,P23893
b0155,clcA,,175107,176528,+,chloride:H(+) antiporter ClcA,Inorganic ion transport and metabolism,P37019
b4728,yadW,,176552,176617,+,protein YadW,No COG annotation,UPI00045B4E45
b0156,erpA,,176610,176954,+,iron-sulfur cluster insertion protein ErpA,Energy production and conversion,P0ACC3
b0157,yadS,,177001,177624,-,conserved inner membrane protein YadS,Function unknown,P0AFP0
b0158,btuF,,177662,178462,-,vitamin B12 ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,P37028
b0159,mtn,,178455,179153,-,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,Nucleotide transport and metabolism,P0AF12
b0160,dgt,,179237,180754,+,dGTP triphosphohydrolase,Nucleotide transport and metabolism,P15723
b0161,degP,,180884,182308,+,periplasmic serine endoprotease DegP,"Post-translational modification, protein turnover,and chaperones",P0C0V0
b0162,cdaR,,182463,183620,+,DNA-binding transcriptional activator CdaR,Transcription,P37047
b0163,yaeH,,183709,184095,-,DUF3461 domain-containing protein YaeH,Function unknown,P62768
b0164,yaeI,,184257,185069,-,phosphodiesterase YaeI,Function unknown,P37049
b0166,dapD,,185123,185947,-,tetrahydrodipicolinate succinylase,Amino acid transport and metabolism,P0A9D8
b0167,glnD,,185978,188650,-,PII uridylyltransferase/uridylyl removing enzyme,"Post-translational modification, protein turnover,and chaperones",P27249
b0168,map,,188712,189506,-,methionine aminopeptidase,Amino acid transport and metabolism,P0AE18
b0169,rpsB,,189874,190599,+,30S ribosomal subunit protein S2,"Translation, ribosomal structure and biogenesis",P0A7V0
b0170,tsf,,190857,191708,+,protein chain elongation factor EF-Ts,"Translation, ribosomal structure and biogenesis",P0A6P1
b0171,pyrH,,191855,192580,+,UMP kinase,Nucleotide transport and metabolism,P0A7E9
b0172,frr,,192872,193429,+,ribosome-recycling factor,"Translation, ribosomal structure and biogenesis",P0A805
b0173,dxr,,193521,194717,+,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Lipid transport and metabolism,P45568
b0174,ispU,,194903,195664,+,undecaprenyl diphosphate synthase,Lipid transport and metabolism,P60472
b0175,cdsA,,195677,196534,+,CDP-diglyceride synthetase,Lipid transport and metabolism,P0ABG1
b0176,rseP,,196546,197898,+,intramembrane zinc metalloprotease,Cell wall/membrane/envelope biogenesis,P0AEH1
b0177,bamA,,197928,200360,+,outer membrane protein assembly factor BamA,Cell wall/membrane/envelope biogenesis,P0A940
b0178,skp,,200482,200967,+,periplasmic chaperone Skp,Cell wall/membrane/envelope biogenesis,P0AEU7
b0179,lpxD,,200971,201996,+,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,Cell wall/membrane/envelope biogenesis,P21645
b0180,fabZ,,202101,202556,+,3-hydroxy-acyl-[acyl-carrier-protein] dehydratase,Lipid transport and metabolism,P0A6Q6
b0181,lpxA,,202560,203348,+,UDP-N-acetylglucosamine acyltransferase,Cell wall/membrane/envelope biogenesis,P0A722
b0182,lpxB,,203348,204496,+,lipid A disaccharide synthase,Cell wall/membrane/envelope biogenesis,P10441
b0183,rnhB,,204493,205089,+,RNase HII,"Replication, recombination and repair",P10442
b0184,dnaE,,205126,208608,+,DNA polymerase III subunit alpha,"Replication, recombination and repair",P10443
b0185,accA,,208621,209580,+,acetyl-CoA carboxyltransferase subunit alpha,Lipid transport and metabolism,P0ABD5
b0186,ldcC,,209679,211820,+,lysine decarboxylase 2,Amino acid transport and metabolism,P52095
b0187,yaeR,,211877,212266,+,VOC domain-containing protein YaeR,Amino acid transport and metabolism,P52096
b0188,tilS,,212331,213629,+,tRNA(Ile)-lysidine synthetase,"Translation, ribosomal structure and biogenesis",P52097
b0189,rof,,213678,213932,-,modulator of Rho-dependent transcription termination,Transcription,P0AFW8
b4406,yaeP,,213925,214125,-,UPF0253 family protein YaeP,Function unknown,P0A8K5
b0190,yaeQ,,214291,214836,+,uncharacterized protein YaeQ,Function unknown,P0AA97
b0191,arfB,,214833,215255,+,peptidyl-tRNA hydrolase%2C ribosome rescue factor,"Translation, ribosomal structure and biogenesis",P40711
b0192,nlpE,,215269,215979,+,lipoprotein NlpE,Cell wall/membrane/envelope biogenesis,P40710
b0193,yaeF,,216179,217003,-,peptidase C92 family protein,Cell wall/membrane/envelope biogenesis,P37056
b0194,proS,,217057,218775,-,proline--tRNA ligase,"Translation, ribosomal structure and biogenesis",P16659
b0195,trmO,,218887,219594,-,tRNA m(6)t(6)A37 methyltransferase,Function unknown,P28634
b0196,rcsF,,219591,219995,-,outer membrane lipoprotein RcsF,Cell wall/membrane/envelope biogenesis,P69411
b0197,metQ,,220113,220928,-,L-methionine/D-methionine ABC transporter membrane anchored binding protein,Inorganic ion transport and metabolism,P28635
b0198,metI,,220968,221621,-,L-methionine/D-methionine ABC transporter membrane subunit,Inorganic ion transport and metabolism,P31547
b0199,metN,,221614,222645,-,L-methionine/D-methionine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P30750
b0200,gmhB,,222833,223408,+,D-glycero-beta-D-manno-heptose-1%2C7-bisphosphate 7-phosphatase,Nucleotide transport and metabolism,P63228
b0207,dkgB,,229167,229970,+,methylglyoxal reductase DkgB,Function unknown,P30863
b0208,yafC,,229967,230881,-,putative LysR family transcriptional regulator YafC,Transcription,P30864
b0209,yafD,,231122,231922,+,endonuclease/exonuclease/phosphatase domain-containing protein YafD,Function unknown,P0A8U2
b0210,yafE,,231926,232549,+,putative S-adenosylmethionine-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",P30866
b0211,mltD,,232597,233955,-,membrane-bound lytic murein transglycosylase D,Cell wall/membrane/envelope biogenesis,P0AEZ7
b0212,gloB,,234027,234782,-,hydroxyacylglutathione hydrolase GloB,Function unknown,P0AC84
b0213,yafS,,234816,235538,+,putative S-adenosyl-L-methionine-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",P75672
b0214,rnhA,,235535,236002,-,ribonuclease HI,"Replication, recombination and repair",P0A7Y4
b0215,dnaQ,,236067,236798,+,DNA polymerase III subunit epsilon,"Replication, recombination and repair",P03007
b0217,yafT,,237335,238120,+,lipoprotein YafT,No COG annotation,P77339
b4586,ykfM,,238257,238736,-,uncharacterized protein YkfM,No COG annotation,A5A605
b0218,yafU,,238746,239084,-,putative inner membrane protein,Function unknown,
b4503,yafF,,239190,239378,+,putative uncharacterized protein YafF,"Replication, recombination and repair",
b0219,yafV,,239419,240189,-,2-oxoglutaramate amidase,Function unknown,Q47679
b0220,ivy,,240343,240816,+,periplasmic chaperone%2C inhibitor of vertebrate C-type lysozyme,"Post-translational modification, protein turnover,and chaperones",P0AD59
b0221,fadE,,240859,243303,-,acyl-CoA dehydrogenase,Lipid transport and metabolism,Q47146
b0222,lpcA,,243543,244121,+,D-sedoheptulose 7-phosphate isomerase,Carbohydrate transport and metabolism,P63224
b0223,yafJ,,244327,245094,+,putative amidotransferase,Function unknown,Q47147
b0224,yafK,,245065,245805,-,L%2CD-transpeptidase domain-containing protein YafK,Cell wall/membrane/envelope biogenesis,P0AA99
b0225,yafQ,,245961,246239,-,ribosome-dependent mRNA interferase toxin YafQ,Function unknown,Q47149
b0226,dinJ,,246242,246502,-,antitoxin/DNA-binding transcriptional repressor DinJ,Transcription,Q47150
b0227,yafL,,246712,247461,+,NlpC/P60 family protein YafL,Cell wall/membrane/envelope biogenesis,Q47151
b0228,rayT,,247637,248134,+,REP-associated tyrosine transposase,"Replication, recombination and repair",Q47152
b0229,lfhA,,248358,250070,-,flagellar system protein%2C promoterless fragment,Cell motility,
b0230,lafU,,250072,250827,+,flagellar system protein%2C promoterless fragment,Cell motility,
b0231,dinB,,250898,251953,+,DNA polymerase IV,"Replication, recombination and repair",Q47155
b0232,yafN,,252005,252298,+,antitoxin YafN,"Cell cycle control, cell division, chromosome partitioning",Q47156
b0233,yafO,,252301,252699,+,ribosome-dependent mRNA interferase toxin YafO,Function unknown,Q47157
b0234,yafP,,252709,253161,+,putative acyltransferase with acyl-CoA N-acyltransferase domain,Transcription,Q47158
b0235,ykfJ,,253467,253733,+,conserved protein YkfJ,Function unknown,
b0236,prfH,,253702,254202,+,putative peptide chain release factor,"Translation, ribosomal structure and biogenesis",
b0237,pepD,,254259,255716,-,peptidase D,Amino acid transport and metabolism,P15288
b0238,gpt,,255977,256435,+,xanthine-guanine phsophoribosyltransferase,Nucleotide transport and metabolism,P0A9M5
b0239,frsA,,256527,257771,+,fermentation-respiration switch protein,Function unknown,P04335
b0240,crl,,257829,257899,+,RNA polymerase holoenzyme assembly factor Crl,No COG annotation,
b4710,insB9,,257923,258426,-,IS1 transposase B,"Replication, recombination and repair",UPI00000002DE
b4709,insA9,,258345,258620,-,IS1 repressor TnpA,"Replication, recombination and repair",UPI00000009E0
b0241,phoE,,259045,260100,-,outer membrane porin PhoE,Cell wall/membrane/envelope biogenesis,P02932
b0242,proB,,260388,261491,+,glutamate 5-kinase,Nucleotide transport and metabolism,P0A7B5
b0243,proA,,261503,262756,+,glutamate-5-semialdehyde dehydrogenase,Amino acid transport and metabolism,P07004
b4626,ykfN,,263150,263212,-,YdiA family protein,No COG annotation,
b0245,ykfI,,263328,263669,-,CP4-6 prophage%3B toxin of the YkfI-YafW toxin-antitoxin system,Function unknown,P77692
b0246,yafW,,263690,264007,-,antitoxin of the YkfI-YafW toxin-antitoxin pair,Function unknown,Q47684
b4504,ykfH,,264026,264247,-,DUF987 domain-containing protein YkfH,Function unknown,Q9XB42
b0247,ykfG,,264256,264732,-,CP4-6 prophage%3B RadC-like JAB domain-containing protein YkfG,Amino acid transport and metabolism,Q47685
b0248,yafX,,264748,265206,-,CP4-6 prophage%3B protein YafX,Function unknown,P75676
b0249,ykfF,,265304,265543,-,CP4-6 prophage%3B protein YkfF,Function unknown,P75677
b0250,ykfB,,265620,266087,-,CP4-6 prophage%3B protein YkfB,No COG annotation,P77162
b0251,yafY,,266110,266553,-,CP4-6 prophage%3B inner membrane lipoprotein YafY,Transcription,P77365
b0252,yafZ,,267184,268005,-,CP4-6 prophage%3B conserved protein YafZ,Function unknown,P77206
b0253,ykfA,,268097,268960,-,CP4-6 prophage%3B putative GTP-binding protein YkfA,Function unknown,P75678
b0254,perR,,269289,270182,-,putative transcriptional regulator PerR,Transcription,Q57083
b4587,insN,,270278,270540,+,CP4-6 prophage%3B IS911A regulator fragment,"Translation, ribosomal structure and biogenesis",
b0256,insI-1,,270603,271754,+,IS30 transposase,"Replication, recombination and repair",P0CF88
b0258,ykfC,,272847,273992,+,CP4-6 prophage%3B PF00078 domain-containing protein YkfC,"Replication, recombination and repair",UPI00005288C6
b0259,insH-1,,274101,275117,-,CP4-6 prophage%3B IS5 transposase and trans-activator,"Replication, recombination and repair",A0A385XJE6
b0260,mmuP,,275325,276728,+,S-methyl-L-methionine transporter,Amino acid transport and metabolism,Q47689
b0261,mmuM,,276715,277647,+,homocysteine S-methyltransferase,Amino acid transport and metabolism,Q47690
b0262,afuC,,277756,278802,-,CP4-6 prophage%3B ABC transporter ATP-binding protein AfuC,Amino acid transport and metabolism,P37009
b0263,afuB,,278814,279162,-,CP4-6 prophage%3B ABC transporter membrane protein AfuB,No COG annotation,
b0264,insB-2,,279178,279681,-,IS1 protein InsB,"Replication, recombination and repair",P0CF26
b0265,insA-2,,279600,279875,-,IS1 protein InsA,"Replication, recombination and repair",P0CF08
b0266,yagB,,280385,280735,-,orphan antitoxin YagB,Function unknown,UPI000013A09F
b0267,yagA,,280829,281983,-,CP4-6 prophage%3B integrase core domain-containing protein YagA,"Replication, recombination and repair",P37007
