locus_id,go_id,go_name
b0015,GO:0006260,DNA replication
b0015,GO:0006457,protein folding
b0015,GO:0008270,zinc ion binding
b0015,GO:0009408,response to heat
b0015,GO:0015035,protein disulfide oxidoreductase activity
b0015,GO:0016020,membrane
b0015,GO:0016032,viral process
b0015,GO:0016989,sigma factor antagonist activity
b0015,GO:0042026,protein refolding
b0015,GO:0051082,unfolded protein binding
b0018,GO:0005887,integral component of plasma membrane
b0019,GO:0005886,plasma membrane
b0019,GO:0005887,integral component of plasma membrane
b0019,GO:0006883,cellular sodium ion homeostasis
b0019,GO:0015385,sodium:proton antiporter activity
b0019,GO:0043157,response to cation stress
b0019,GO:0051453,regulation of intracellular pH
b0019,GO:0071436,sodium ion export
b0019,GO:1901612,cardiolipin binding
b0020,GO:0001140,"transcriptional activator activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding"
b0020,GO:2000144,"positive regulation of DNA-templated transcription, initiation"
b0022,GO:0006313,"transposition, DNA-mediated"
b0023,GO:0005829,cytosol
b0023,GO:0008073,ornithine decarboxylase inhibitor activity
b0023,GO:0022627,cytosolic small ribosomal subunit
b0023,GO:0070181,small ribosomal subunit rRNA binding
b0024,GO:0006974,cellular response to DNA damage stimulus
b0025,GO:0003919,FMN adenylyltransferase activity
b0025,GO:0008531,riboflavin kinase activity
b0026,GO:0004822,isoleucine-tRNA ligase activity
b0026,GO:0005829,cytosol
b0026,GO:0006428,isoleucyl-tRNA aminoacylation
b0026,GO:0008270,zinc ion binding
b0027,GO:0004175,endopeptidase activity
b0027,GO:0005886,plasma membrane
b0027,GO:0005887,integral component of plasma membrane
b0027,GO:0097304,lipoprotein biosynthetic process via signal peptide cleavage
b0028,GO:0003755,peptidyl-prolyl cis-trans isomerase activity
b0028,GO:0005515,protein binding
b0028,GO:0005829,cytosol
b0028,GO:0061077,chaperone-mediated protein folding
b0029,GO:0005829,cytosol
b0029,GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
b0029,GO:0042380,hydroxymethylbutenyl pyrophosphate reductase activity
b0029,GO:0051538,"3 iron, 4 sulfur cluster binding"
b0030,GO:0005829,cytosol
b0030,GO:0006152,purine nucleoside catabolic process
b0030,GO:0006974,cellular response to DNA damage stimulus
b0030,GO:0042454,ribonucleoside catabolic process
b0030,GO:0045437,uridine nucleosidase activity
b0030,GO:0047622,adenosine nucleosidase activity
b0030,GO:0047724,inosine nucleosidase activity
b0030,GO:0050263,ribosylpyrimidine nucleosidase activity
b0031,GO:0005829,cytosol
b0031,GO:0008652,cellular amino acid biosynthetic process
b0031,GO:0008839,4-hydroxy-tetrahydrodipicolinate reductase
b0031,GO:0019877,diaminopimelate biosynthetic process
b0031,GO:0042802,identical protein binding
b0032,GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
b0032,GO:0005515,protein binding
b0032,GO:0005737,cytoplasm
b0032,GO:0005829,cytosol
b0032,GO:0005951,carbamoyl-phosphate synthase complex
b0032,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process
b0032,GO:0006526,arginine biosynthetic process
b0032,GO:0006541,glutamine metabolic process
b0033,GO:0000166,nucleotide binding
b0033,GO:0004087,carbamoyl-phosphate synthase (ammonia) activity
b0033,GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
b0033,GO:0005515,protein binding
b0033,GO:0005524,ATP binding
b0033,GO:0005829,cytosol
b0033,GO:0005951,carbamoyl-phosphate synthase complex
b0033,GO:0008652,cellular amino acid biosynthetic process
b0033,GO:0016597,amino acid binding
b0033,GO:0019856,pyrimidine nucleobase biosynthetic process
b0033,GO:0046872,metal ion binding
b0034,GO:0003700,DNA binding transcription factor activity
b0034,GO:0006351,"transcription, DNA-templated"
b0034,GO:0006355,"regulation of transcription, DNA-templated"
b0034,GO:0009437,carnitine metabolic process
b0035,GO:0008735,carnitine dehydratase activity
b0035,GO:0009437,carnitine metabolic process
b0036,GO:0004300,enoyl-CoA hydratase activity
b0036,GO:0006635,fatty acid beta-oxidation
b0036,GO:0008809,carnitine racemase activity
b0036,GO:0016836,hydro-lyase activity
b0036,GO:0042413,carnitine catabolic process
b0037,GO:0005515,protein binding
b0037,GO:0051108,carnitine-CoA ligase activity
b0037,GO:0051109,crotonobetaine-CoA ligase activity
b0038,GO:0008735,carnitine dehydratase activity
b0038,GO:0042413,carnitine catabolic process
b0040,GO:0005886,plasma membrane
b0040,GO:0015226,carnitine transmembrane transporter activity
b0040,GO:0015879,carnitine transport
b0040,GO:0016021,integral component of membrane
b0041,GO:0005515,protein binding
b0041,GO:0005829,cytosol
b0041,GO:0009055,electron transfer activity
b0041,GO:0009437,carnitine metabolic process
b0041,GO:0042413,carnitine catabolic process
b0041,GO:0055114,oxidation-reduction process
b0042,GO:0005515,protein binding
b0042,GO:0009055,electron transfer activity
b0042,GO:0009437,carnitine metabolic process
b0042,GO:0016491,oxidoreductase activity
b0042,GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase
b0042,GO:0042413,carnitine catabolic process
b0042,GO:0050660,flavin adenine dinucleotide binding
b0043,GO:0004174,electron-transferring-flavoprotein dehydrogenase activity
b0043,GO:0009437,carnitine metabolic process
b0043,GO:0050660,flavin adenine dinucleotide binding
b0043,GO:0051536,iron-sulfur cluster binding
b0044,GO:0005515,protein binding
b0045,GO:0005886,plasma membrane
b0045,GO:0006979,response to oxidative stress
b0046,GO:0003955,NAD(P)H dehydrogenase (quinone) activity
b0046,GO:0009055,electron transfer activity
b0046,GO:0010181,FMN binding
b0046,GO:0032414,positive regulation of ion transmembrane transporter activity
b0047,GO:0005886,plasma membrane
b0047,GO:0005887,integral component of plasma membrane
b0047,GO:0006813,potassium ion transport
b0047,GO:0006885,regulation of pH
b0047,GO:0009636,response to toxic substance
b0047,GO:0015503,glutathione-regulated potassium exporter activity
b0047,GO:0015643,toxic substance binding
b0047,GO:0016020,membrane
b0047,GO:0019899,enzyme binding
b0047,GO:0051595,response to methylglyoxal
b0048,GO:0004146,dihydrofolate reductase activity
b0048,GO:0005515,protein binding
b0048,GO:0005829,cytosol
b0048,GO:0009257,10-formyltetrahydrofolate biosynthetic process
b0048,GO:0042493,response to drug
b0048,GO:0046656,folic acid biosynthetic process
b0049,GO:0006470,protein dephosphorylation
b0049,GO:0008138,protein tyrosine/serine/threonine phosphatase activity
b0049,GO:0008796,bis(5'-nucleosyl)-tetraphosphatase activity
b0049,GO:0008803,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity
b0049,GO:0010165,response to X-ray
b0049,GO:0015949,nucleobase-containing small molecule interconversion
b0051,GO:0000028,ribosomal small subunit assembly
b0051,GO:0000179,"rRNA (adenine-N6,N6-)-dimethyltransferase activity"
b0051,GO:0003690,double-stranded DNA binding
b0051,GO:0003729,mRNA binding
b0051,GO:0005829,cytosol
b0051,GO:0006364,rRNA processing
b0051,GO:0019843,rRNA binding
b0051,GO:0070475,rRNA base methylation
b0052,GO:0000287,magnesium ion binding
b0052,GO:0008270,zinc ion binding
b0052,GO:0008615,pyridoxine biosynthetic process
b0052,GO:0042802,identical protein binding
b0052,GO:0042823,pyridoxal phosphate biosynthetic process
b0052,GO:0050570,4-hydroxythreonine-4-phosphate dehydrogenase activity
b0052,GO:0051287,NAD binding
b0053,GO:0003755,peptidyl-prolyl cis-trans isomerase activity
b0053,GO:0005515,protein binding
b0053,GO:0006457,protein folding
b0053,GO:0030288,outer membrane-bounded periplasmic space
b0053,GO:0042277,peptide binding
b0053,GO:0042710,biofilm formation
b0053,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly
b0053,GO:0050821,protein stabilization
b0053,GO:0051082,unfolded protein binding
b0053,GO:0051085,chaperone cofactor-dependent protein refolding
b0053,GO:0060274,maintenance of stationary phase
b0054,GO:0005515,protein binding
b0054,GO:0009279,cell outer membrane
b0054,GO:0010033,response to organic substance
b0054,GO:0015920,lipopolysaccharide transport
b0054,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly
b0055,GO:0005886,plasma membrane
b0055,GO:0005887,integral component of plasma membrane
b0055,GO:0016020,membrane
b0055,GO:0051087,chaperone binding
b0058,GO:0000455,enzyme-directed rRNA pseudouridine synthesis
b0058,GO:0001522,pseudouridine synthesis
b0058,GO:0006364,rRNA processing
b0058,GO:0008033,tRNA processing
b0058,GO:0009451,RNA modification
b0058,GO:0009982,pseudouridine synthase activity
b0058,GO:0031118,rRNA pseudouridine synthesis
b0058,GO:0031119,tRNA pseudouridine synthesis
b0059,GO:0001000,bacterial-type RNA polymerase core enzyme binding
b0059,GO:0003676,nucleic acid binding
b0059,GO:0005515,protein binding
b0059,GO:0005737,cytoplasm
b0059,GO:0016887,ATPase activity
b0059,GO:0045893,"positive regulation of transcription, DNA-templated"
b0060,GO:0003887,DNA-directed DNA polymerase activity
b0060,GO:0006261,DNA-dependent DNA replication
b0060,GO:0008296,3'-5'-exodeoxyribonuclease activity
b0060,GO:0009432,SOS response
b0060,GO:0045004,DNA replication proofreading
b0061,GO:0005829,cytosol
b0061,GO:0008742,L-ribulose-phosphate 4-epimerase activity
b0061,GO:0016832,aldehyde-lyase activity
b0061,GO:0019324,L-lyxose metabolic process
b0061,GO:0019569,L-arabinose catabolic process to xylulose 5-phosphate
b0062,GO:0005829,cytosol
b0062,GO:0008733,L-arabinose isomerase activity
b0062,GO:0019568,arabinose catabolic process
b0062,GO:0019569,L-arabinose catabolic process to xylulose 5-phosphate
b0063,GO:0005737,cytoplasm
b0063,GO:0008741,ribulokinase activity
b0063,GO:0016052,carbohydrate catabolic process
b0063,GO:0016773,"phosphotransferase activity, alcohol group as acceptor"
b0063,GO:0019568,arabinose catabolic process
b0063,GO:0019569,L-arabinose catabolic process to xylulose 5-phosphate
b0063,GO:0019572,L-arabinose catabolic process
b0064,GO:0005515,protein binding
b0064,GO:0005829,cytosol
b0064,GO:0019568,arabinose catabolic process
b0065,GO:0005886,plasma membrane
b0065,GO:0010212,response to ionizing radiation
b0065,GO:0043093,FtsZ-dependent cytokinesis
b0066,GO:0005524,ATP binding
b0066,GO:0015234,thiamine transmembrane transporter activity
b0066,GO:0043190,ATP-binding cassette (ABC) transporter complex
b0066,GO:0071934,thiamine transmembrane transport
b0067,GO:0005886,plasma membrane
b0067,GO:0005887,integral component of plasma membrane
b0067,GO:0015234,thiamine transmembrane transporter activity
b0067,GO:0043190,ATP-binding cassette (ABC) transporter complex
b0067,GO:0071934,thiamine transmembrane transport
b0068,GO:0005524,ATP binding
b0068,GO:0015888,thiamine transport
b0068,GO:0030288,outer membrane-bounded periplasmic space
b0068,GO:0030975,thiamine binding
b0068,GO:0030976,thiamine pyrophosphate binding
b0069,GO:0000984,bacterial-type RNA polymerase regulatory region sequence-specific DNA binding
b0069,GO:0015197,peptide transporter activity
b0069,GO:0030288,outer membrane-bounded periplasmic space
b0069,GO:0045892,"negative regulation of transcription, DNA-templated"
b0069,GO:0045893,"positive regulation of transcription, DNA-templated"
b0070,GO:0005886,plasma membrane
b0070,GO:0015542,sugar efflux transmembrane transporter activity
b0070,GO:0015758,glucose transport
b0070,GO:0015767,lactose transport
b0070,GO:0016020,membrane
b0070,GO:0016021,integral component of membrane
b0070,GO:0036448,cellular response to glucose-phosphate stress
b0071,GO:0005515,protein binding
b0071,GO:0005829,cytosol
b0071,GO:0008152,metabolic process
b0071,GO:0009098,leucine biosynthetic process
b0071,GO:0009316,3-isopropylmalate dehydratase complex
b0071,GO:0016866,intramolecular transferase activity
b0072,GO:0005515,protein binding
b0072,GO:0005829,cytosol
b0072,GO:0008152,metabolic process
b0072,GO:0009098,leucine biosynthetic process
b0072,GO:0016866,intramolecular transferase activity
b0073,GO:0000287,magnesium ion binding
b0073,GO:0003862,3-isopropylmalate dehydrogenase activity
b0073,GO:0005829,cytosol
b0073,GO:0009098,leucine biosynthetic process
b0073,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
b0073,GO:0030145,manganese ion binding
b0073,GO:0034198,cellular response to amino acid starvation
b0073,GO:0046872,metal ion binding
b0073,GO:0051287,NAD binding
b0073,GO:0055114,oxidation-reduction process
b0074,GO:0003852,2-isopropylmalate synthase activity
b0074,GO:0003985,acetyl-CoA C-acetyltransferase activity
b0074,GO:0005829,cytosol
b0074,GO:0009098,leucine biosynthetic process
b0075,GO:0009098,leucine biosynthetic process
b0075,GO:0031556,transcriptional attenuation by ribosome
b0076,GO:0006355,"regulation of transcription, DNA-templated"
b0077,GO:0000287,magnesium ion binding
b0077,GO:0003984,acetolactate synthase activity
b0077,GO:0005829,cytosol
b0077,GO:0009097,isoleucine biosynthetic process
b0077,GO:0009099,valine biosynthetic process
b0077,GO:0030976,thiamine pyrophosphate binding
b0078,GO:0003984,acetolactate synthase activity
b0078,GO:0005829,cytosol
b0078,GO:0005948,acetolactate synthase complex
b0078,GO:0009097,isoleucine biosynthetic process
b0078,GO:0009099,valine biosynthetic process
b0080,GO:0003677,DNA binding
b0080,GO:0006096,glycolytic process
b0080,GO:0006355,"regulation of transcription, DNA-templated"
b0081,GO:0000976,transcription regulatory region sequence-specific DNA binding
b0081,GO:0003700,DNA binding transcription factor activity
b0081,GO:0043565,sequence-specific DNA binding
b0081,GO:0045892,"negative regulation of transcription, DNA-templated"
b0081,GO:2000143,"negative regulation of DNA-templated transcription, initiation"
b0082,GO:0005737,cytoplasm
b0082,GO:0005829,cytosol
b0082,GO:0070475,rRNA base methylation
b0082,GO:0071424,rRNA (cytosine-N4-)-methyltransferase activity
b0083,GO:0005515,protein binding
b0083,GO:0005887,integral component of plasma membrane
b0083,GO:0032153,cell division site
b0083,GO:0043093,FtsZ-dependent cytokinesis
b0084,GO:0004180,carboxypeptidase activity
b0084,GO:0005515,protein binding
b0084,GO:0005887,integral component of plasma membrane
b0084,GO:0006508,proteolysis
b0084,GO:0008233,peptidase activity
b0084,GO:0008658,penicillin binding
b0084,GO:0008955,peptidoglycan glycosyltransferase activity
b0084,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity
b0084,GO:0009252,peptidoglycan biosynthetic process
b0084,GO:0016787,hydrolase activity
b0084,GO:0031226,intrinsic component of plasma membrane
b0084,GO:0032153,cell division site
b0084,GO:0042493,response to drug
b0084,GO:0051301,cell division
b0085,GO:0005829,cytosol
b0085,GO:0008765,"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity"
b0085,GO:0009252,peptidoglycan biosynthetic process
b0086,GO:0005829,cytosol
b0086,GO:0008766,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity"
b0086,GO:0009252,peptidoglycan biosynthetic process
b0086,GO:0047480,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity
b0087,GO:0008963,phospho-N-acetylmuramoyl-pentapeptide-transferase activity
b0088,GO:0005737,cytoplasm
b0088,GO:0008764,UDP-N-acetylmuramoylalanine-D-glutamate ligase activity
b0088,GO:0009252,peptidoglycan biosynthetic process
b0088,GO:0042802,identical protein binding
b0089,GO:0005515,protein binding
b0089,GO:0005886,plasma membrane
b0089,GO:0005887,integral component of plasma membrane
b0089,GO:0008360,regulation of cell shape
b0089,GO:0008955,peptidoglycan glycosyltransferase activity
b0089,GO:0009252,peptidoglycan biosynthetic process
b0089,GO:0015648,lipid-linked peptidoglycan transporter activity
b0089,GO:0015836,lipid-linked peptidoglycan transport
b0089,GO:0016740,transferase activity
b0089,GO:0016757,"transferase activity, transferring glycosyl groups"
b0089,GO:0032153,cell division site
b0089,GO:0051301,cell division
b0090,GO:0009252,peptidoglycan biosynthetic process
b0090,GO:0050511,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity
b0091,GO:0000287,magnesium ion binding
b0091,GO:0005515,protein binding
b0091,GO:0005524,ATP binding
b0091,GO:0008763,UDP-N-acetylmuramate-L-alanine ligase activity
b0091,GO:0009252,peptidoglycan biosynthetic process
b0092,GO:0005829,cytosol
b0092,GO:0008716,D-alanine-D-alanine ligase activity
b0092,GO:0009252,peptidoglycan biosynthetic process
b0093,GO:0000917,division septum assembly
b0093,GO:0005515,protein binding
b0093,GO:0005886,plasma membrane
b0093,GO:0005887,integral component of plasma membrane
b0093,GO:0016021,integral component of membrane
b0093,GO:0032153,cell division site
b0093,GO:0042802,identical protein binding
b0093,GO:0043093,FtsZ-dependent cytokinesis
b0093,GO:0051301,cell division
b0094,GO:0005515,protein binding
b0094,GO:0005524,ATP binding
b0094,GO:0005829,cytosol
b0094,GO:0009898,cytoplasmic side of plasma membrane
b0094,GO:0032153,cell division site
b0094,GO:0042802,identical protein binding
b0094,GO:0051301,cell division
b0095,GO:0003924,GTPase activity
b0095,GO:0005515,protein binding
b0095,GO:0005525,GTP binding
b0095,GO:0005737,cytoplasm
b0095,GO:0032153,cell division site
b0095,GO:0042802,identical protein binding
b0095,GO:0051258,protein polymerization
b0095,GO:0051301,cell division
b0096,GO:0005506,iron ion binding
b0096,GO:0005737,cytoplasm
b0096,GO:0008270,zinc ion binding
b0096,GO:0008759,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity
b0096,GO:0009245,lipid A biosynthetic process
b0096,GO:0019213,deacetylase activity
b0097,GO:0006417,regulation of translation
b0097,GO:0042597,periplasmic space
b0097,GO:0045182,translation regulator activity
b0098,GO:0005515,protein binding
b0098,GO:0005524,ATP binding
b0098,GO:0005737,cytoplasm
b0098,GO:0005829,cytosol
b0098,GO:0005886,plasma membrane
b0098,GO:0005887,integral component of plasma membrane
b0098,GO:0006605,protein targeting
b0098,GO:0015031,protein transport
b0098,GO:0015462,ATPase-coupled protein transmembrane transporter activity
b0098,GO:0031522,cell envelope Sec protein transport complex
b0098,GO:0042802,identical protein binding
b0098,GO:0043952,protein transport by the Sec complex
b0098,GO:0061077,chaperone-mediated protein folding
b0098,GO:0065002,intracellular protein transmembrane transport
b0099,GO:0000287,magnesium ion binding
b0099,GO:0005515,protein binding
b0099,GO:0006281,DNA repair
b0099,GO:0008413,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity"
b0099,GO:0030145,manganese ion binding
b0099,GO:0035539,"8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity"
b0099,GO:0044715,8-oxo-dGDP phosphatase activity
b0099,GO:0044716,8-oxo-GDP phosphatase activity
b0101,GO:0008270,zinc ion binding
b0101,GO:0008657,DNA topoisomerase (ATP-hydrolyzing) inhibitor activity
b0102,GO:0005515,protein binding
b0102,GO:0005829,cytosol
b0102,GO:0032153,cell division site
b0102,GO:0042802,identical protein binding
b0102,GO:0043093,FtsZ-dependent cytokinesis
b0103,GO:0004140,dephospho-CoA kinase activity
b0103,GO:0015937,coenzyme A biosynthetic process
b0104,GO:0003920,GMP reductase activity
b0104,GO:0005515,protein binding
b0104,GO:0005829,cytosol
b0104,GO:0015951,purine ribonucleotide interconversion
b0104,GO:0042802,identical protein binding
b0106,GO:0005886,plasma membrane
b0106,GO:0005887,integral component of plasma membrane
b0106,GO:0015628,protein secretion by the type II secretion system
b0109,GO:0004514,nicotinate-nucleotide diphosphorylase (carboxylating) activity
b0109,GO:0005737,cytoplasm
b0109,GO:0005829,cytosol
b0109,GO:0009435,NAD biosynthetic process
b0109,GO:0034213,quinolinate catabolic process
b0109,GO:0034628,'de novo' NAD biosynthetic process from aspartate
b0110,GO:0008745,N-acetylmuramoyl-L-alanine amidase activity
b0110,GO:0009253,peptidoglycan catabolic process
b0110,GO:0009254,peptidoglycan turnover
b0110,GO:0009392,N-acetyl-anhydromuramoyl-L-alanine amidase activity
b0110,GO:0019867,outer membrane
b0111,GO:0005886,plasma membrane
b0111,GO:0005887,integral component of plasma membrane
b0112,GO:0005302,L-tyrosine transmembrane transporter activity
b0112,GO:0005886,plasma membrane
b0112,GO:0005887,integral component of plasma membrane
b0112,GO:0009977,proton motive force dependent protein transmembrane transporter activity
b0112,GO:0015192,L-phenylalanine transmembrane transporter activity
b0112,GO:0015196,L-tryptophan transmembrane transporter activity
b0112,GO:0015823,phenylalanine transport
b0112,GO:0015827,tryptophan transport
b0112,GO:0015828,tyrosine transport
b0113,GO:0003700,DNA binding transcription factor activity
b0113,GO:0045892,"negative regulation of transcription, DNA-templated"
b0113,GO:0045893,"positive regulation of transcription, DNA-templated"
b0114,GO:0004738,pyruvate dehydrogenase activity
b0114,GO:0005515,protein binding
b0114,GO:0005829,cytosol
b0114,GO:0016020,membrane
b0114,GO:0042802,identical protein binding
b0115,GO:0004738,pyruvate dehydrogenase activity
b0115,GO:0004742,dihydrolipoyllysine-residue acetyltransferase activity
b0115,GO:0005515,protein binding
b0115,GO:0005737,cytoplasm
b0115,GO:0006086,acetyl-CoA biosynthetic process from pyruvate
b0115,GO:0006090,pyruvate metabolic process
b0115,GO:0031405,lipoic acid binding
b0115,GO:0045254,pyruvate dehydrogenase complex
b0116,GO:0004148,dihydrolipoyl dehydrogenase activity
b0116,GO:0005515,protein binding
b0116,GO:0005737,cytoplasm
b0116,GO:0005829,cytosol
b0116,GO:0006090,pyruvate metabolic process
b0116,GO:0006103,2-oxoglutarate metabolic process
b0116,GO:0006979,response to oxidative stress
b0116,GO:0008270,zinc ion binding
b0116,GO:0015036,disulfide oxidoreductase activity
b0116,GO:0016020,membrane
b0116,GO:0019464,glycine decarboxylation via glycine cleavage system
b0116,GO:0042802,identical protein binding
b0116,GO:0050660,flavin adenine dinucleotide binding
b0116,GO:0055114,oxidation-reduction process
b0118,GO:0003729,mRNA binding
b0118,GO:0003730,mRNA 3'-UTR binding
b0118,GO:0003994,aconitate hydratase activity
b0118,GO:0005515,protein binding
b0118,GO:0005829,cytosol
b0118,GO:0006097,glyoxylate cycle
b0118,GO:0006099,tricarboxylic acid cycle
b0118,GO:0006417,regulation of translation
b0118,GO:0008152,metabolic process
b0118,GO:0019629,"propionate catabolic process, 2-methylcitrate cycle"
b0118,GO:0047456,2-methylisocitrate dehydratase activity
b0118,GO:0051539,"4 iron, 4 sulfur cluster binding"
b0119,GO:0005515,protein binding
b0120,GO:0004014,adenosylmethionine decarboxylase activity
b0120,GO:0005829,cytosol
b0120,GO:0008295,spermidine biosynthetic process
b0121,GO:0004766,spermidine synthase activity
b0121,GO:0005829,cytosol
b0121,GO:0008295,spermidine biosynthetic process
b0121,GO:0010487,thermospermine synthase activity
b0121,GO:0043918,cadaverine aminopropyltransferase activity
b0123,GO:0004322,ferroxidase activity
b0123,GO:0005507,copper ion binding
b0123,GO:0010273,detoxification of copper ion
b0123,GO:0016491,oxidoreductase activity
b0123,GO:0016682,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
b0123,GO:0016722,"oxidoreductase activity, oxidizing metal ions"
b0123,GO:0016724,"oxidoreductase activity, oxidizing metal ions, oxygen as acceptor"
b0123,GO:0030288,outer membrane-bounded periplasmic space
b0123,GO:0042597,periplasmic space
b0123,GO:0046688,response to copper ion
b0124,GO:0000287,magnesium ion binding
b0124,GO:0008876,quinoprotein glucose dehydrogenase activity
b0124,GO:0016021,integral component of membrane
b0124,GO:0019595,non-phosphorylated glucose catabolic process
b0124,GO:0048039,ubiquinone binding
b0124,GO:0070968,pyrroloquinoline quinone binding
b0125,GO:0000287,magnesium ion binding
b0125,GO:0004422,hypoxanthine phosphoribosyltransferase activity
b0125,GO:0005829,cytosol
b0125,GO:0032263,GMP salvage
b0125,GO:0032264,IMP salvage
b0126,GO:0004089,carbonate dehydratase activity
b0126,GO:0005829,cytosol
b0126,GO:0008270,zinc ion binding
b0127,GO:0005886,plasma membrane
b0127,GO:0010165,response to X-ray
b0128,GO:0005886,plasma membrane
b0130,GO:0005829,cytosol
b0130,GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
b0131,GO:0005829,cytosol
b0131,GO:0016540,protein autoprocessing
b0132,GO:0006310,DNA recombination
b0133,GO:0004592,pantoate-beta-alanine ligase activity
b0133,GO:0005515,protein binding
b0133,GO:0005829,cytosol
b0133,GO:0033317,pantothenate biosynthetic process from valine
b0133,GO:0042802,identical protein binding
b0134,GO:0000287,magnesium ion binding
b0134,GO:0003864,3-methyl-2-oxobutanoate hydroxymethyltransferase activity
b0134,GO:0005829,cytosol
b0134,GO:0015940,pantothenate biosynthetic process
b0134,GO:0016020,membrane
b0134,GO:0033317,pantothenate biosynthetic process from valine
b0134,GO:0042802,identical protein binding
b0135,GO:0006974,cellular response to DNA damage stimulus
b0135,GO:0007155,cell adhesion
b0135,GO:0009289,pilus
b0135,GO:0043709,cell adhesion involved in single-species biofilm formation
b0135,GO:0046677,response to antibiotic
b0136,GO:0007155,cell adhesion
b0136,GO:0009289,pilus
b0136,GO:0043709,cell adhesion involved in single-species biofilm formation
b0138,GO:0007155,cell adhesion
b0138,GO:0009289,pilus
b0140,GO:0007155,cell adhesion
b0140,GO:0043711,pilus organization
b0141,GO:0007155,cell adhesion
b0141,GO:0009289,pilus
b0142,GO:0000287,magnesium ion binding
b0142,GO:0003848,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity
b0143,GO:0003723,RNA binding
b0143,GO:0004652,polynucleotide adenylyltransferase activity
b0143,GO:0005737,cytoplasm
b0143,GO:0005829,cytosol
b0143,GO:0006276,plasmid maintenance
b0143,GO:0006378,mRNA polyadenylation
b0143,GO:0006397,mRNA processing
b0143,GO:0009451,RNA modification
b0144,GO:0002097,tRNA wobble base modification
b0144,GO:0005524,ATP binding
b0144,GO:0008270,zinc ion binding
