locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,in_iM,in_sg_iM,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,p1k_ctrl_log_tpm,p1k_log_tpm_med,p1k_log_tpm_med_abs_dev
b0026,ileS,ileS;ilvS,isoleucine--tRNA ligase,"Translation, ribosomal structure and biogenesis","RpoD,RpoH",P00956,22391,25207,+,False,False,False,True,False,True,True,True,False,False,True,1652.0,2673.0,8.937167416000001,8.632360176,0.3050193870879667
b0027,lspA,lspA;lsp,lipoprotein signal peptidase,Cell wall/membrane/envelope biogenesis,"RpoD,RpoH",P00804,25207,25701,+,False,False,True,False,False,True,True,True,False,False,False,,,7.637783302999999,7.638433837999999,0.31595913900000117
b0028,fkpB,fkpB;slpA;yaaD,peptidyl-prolyl cis-trans isomerase FkpB,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoH",P0AEM0,25826,26275,+,True,False,False,False,False,False,True,True,False,False,True,1206.5,786.0,7.3203095985,7.261527757,0.32874782699999994
b0029,ispH,ispH;lytB;yaaE,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase,Lipid transport and metabolism,"RpoD,RpoH",P62623,26277,27227,+,False,False,True,True,True,True,True,True,False,False,True,141.5,352.0,6.9374853695,7.130266402,0.2735135240000002
b0030,rihC,rihC;yaaF,ribonucleoside hydrolase RihC,Nucleotide transport and metabolism,,P22564,27293,28207,+,False,False,False,False,True,True,True,True,False,False,False,211.5,,4.4575947445,4.242808836,0.6070954610000001
b0031,dapB,dapB,4-hydroxy-tetrahydrodipicolinate reductase,Amino acid transport and metabolism,"RpoD,ArgP,Nac",P04036,28374,29195,+,True,False,True,False,True,True,True,True,False,False,True,1691.5,1929.0,8.4498148065,7.8272950366338785,0.7551053796338776
b0032,carA,carA;pyrA,carbamoyl phosphate synthetase subunit alpha,Nucleotide transport and metabolism,"RpoD,Fis,ArgR,PurR,PepA,RutR,IHF,ArcA",P0A6F1,29651,30799,+,True,False,False,False,True,True,True,True,False,False,True,4444.5,2154.0,10.215564310000001,8.084004284,1.3097769019999994
b0033,carB,carB;pyrA,carbamoyl phosphate synthetase subunit beta,Nucleotide transport and metabolism,"RpoD,Fis,ArgR,PurR,PepA,RutR,IHF",P00968,30817,34038,+,True,False,False,False,True,True,True,True,False,False,True,2238.5,2506.0,9.865357504999999,7.670276319,1.071248691000001
b0034,caiF,caiF,DNA-binding transcriptional activator CaiF,Transcription,"RpoD,YdcN,H-NS,Fnr,Crp,NarL,Nac",P0AE58,34300,34695,+,True,False,False,False,False,False,True,True,False,False,False,,,5.7256982415,4.851363079,0.8854969979999998
b0035,caiE,caiE,putative transferase CaiE,Function unknown,"RpoD,H-NS,Fnr,ArcA,Crp,CaiF",P39206,34781,35371,-,True,False,False,False,False,False,True,True,False,True,False,,,2.270286447,1.776930062,0.49039075
b0036,caiD,caiD;yaaL,crotonobetainyl-CoA hydratase,Lipid transport and metabolism,"RpoD,H-NS,Fnr,Crp,ArcA,CaiF",P31551,35377,36162,-,False,False,False,False,True,True,True,True,False,False,False,,,1.126332969,1.299090318,0.39723973142436675
b0037,caiC,caiC;yaaM,carnitine-CoA ligase,Lipid transport and metabolism,"RpoD,YbiH,H-NS,Fnr,Crp,ArcA,CaiF",P31552,36271,37824,-,False,False,False,False,True,True,True,True,False,False,False,,,3.0086073835000002,2.734295778,0.37057182599999994
b0038,caiB,caiB;yaaN,gamma-butyrobetainyl-CoA:carnitine CoA transferase,Energy production and conversion,"RpoD,H-NS,Fnr,Crp,ArcA,CaiF",P31572,37898,39115,-,False,False,False,False,True,True,True,True,False,False,False,,,2.5269069305,2.851947262074237,0.35233785259093864
b0039,caiA,caiA;yaaO,crotonobetainyl-CoA reductase,Lipid transport and metabolism,"RpoD,YfeC,H-NS,Fnr,Crp,ArcA,CaiF,spf",P60584,39244,40386,-,False,False,False,False,False,False,True,True,False,False,False,,,3.370784767,3.633712681,0.42161467500000027
b0040,caiT,caiT;yaaP,L-carnitine:gamma-butyrobetaine antiporter,Cell wall/membrane/envelope biogenesis,"RpoD,H-NS,Fnr,Crp,ArcA,CaiF",P31553,40417,41931,-,False,False,False,False,True,True,True,True,False,False,False,,,0.80062966,1.023505651,0.26615494336038137
b0041,fixA,fixA;yaaQ,putative electron transfer flavoprotein FixA,Energy production and conversion,"RpoD,Fnr,Crp,CaiF",P60566,42403,43173,+,False,False,False,False,False,False,True,True,False,True,False,,,1.5463373265,1.292763415,0.36085687
b0042,fixB,fixB;yaaR,putative electron transfer flavoprotein FixB,Energy production and conversion,"RpoD,YbaQ,Fnr,Crp,CaiF",P31574,43188,44129,+,False,False,False,False,False,False,True,True,False,True,False,,,1.159477227,1.129715796,0.32968149299999994
b0043,fixC,fixC;yaaS,putative oxidoreductase FixC,Energy production and conversion,"RpoD,Fnr,Crp,CaiF",P68644,44180,45466,+,True,False,False,False,False,False,True,True,False,True,False,,,1.048258925,1.134635631,0.2935774320000001
b0044,fixX,fixX;yaaT,putative ferredoxin FixX,Energy production and conversion,,P68646,45463,45750,+,False,False,False,False,False,False,True,True,False,True,False,,,,,
b0045,yaaU,yaaU;yabE,putative transporter YaaU,Inorganic ion transport and metabolism,"RpoN,ArgR",P31679,45807,47138,+,False,False,False,False,False,False,True,True,False,True,False,,,0.5528232255000001,0.935922194,0.265784781
b0046,kefF,kefF;yabF,regulator of KefC-mediated potassium transport and quinone oxidoreductase,Energy production and conversion,,P0A754,47246,47776,+,False,False,False,False,True,False,True,True,False,False,False,,,4.842012191,4.397705535,0.5476756830000005
b0047,kefC,kefC;trkC,K(+) : H(+) antiporter KefC,Inorganic ion transport and metabolism,YfeD,P03819,47769,49631,+,False,False,False,False,True,True,True,True,False,False,False,3.5,,4.497581779,4.046294959446319,0.4070169885536812
b0048,folA,folA;tmrA,dihydrofolate reductase,Coenzyme transport and metabolism,"RpoD,IHF,TyrR,ppGpp",P0ABQ4,49823,50302,+,True,False,True,False,True,True,True,True,False,False,True,238.0,246.0,6.7339129395,6.533976666,0.3762170191378935
b0049,apaH,apaH,diadenosine tetraphosphatase,Signal transduction mechanisms,"RpoE,Fis",P05637,50380,51222,-,False,False,False,False,True,True,True,True,False,False,False,41.5,,6.3336883645,5.717908655,0.38777575399999975
b0050,apaG,apaG,DUF525 domain-containing protein ApaG,Inorganic ion transport and metabolism,"RpoE,Fis",P62672,51229,51606,-,False,False,False,False,False,False,True,True,False,True,False,17.0,,6.945484136499999,7.1617403610000006,0.4077479530000012
b0051,rsmA,rsmA;ksgA,16S rRNA m(6)2A1518%2Cm(6)2A1519 dimethyltransferase,"Translation, ribosomal structure and biogenesis","RpoE,Fis",P06992,51609,52430,-,False,False,False,True,False,True,True,True,False,False,True,136.0,221.0,7.7205442575,7.4079504960000016,0.3275044239468148
b0052,pdxA,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase,Coenzyme transport and metabolism,"RpoE,Fis,GlaR",P19624,52427,53416,-,False,False,False,True,True,True,True,True,False,False,True,156.0,123.0,7.476204783500001,6.662418894,0.31442260599999905
b0053,surA,surA,peptidyl-prolyl cis-trans isomerase SurA,"Post-translational modification, protein turnover,and chaperones",RpoE,P0ABZ6,53416,54702,-,False,False,False,False,False,True,True,True,False,False,True,1188.0,1030.0,8.6814523625,8.261848465,0.1748716340000005
b0054,lptD,lptD;imp;ostA;yabG,lipopolysaccharide assembly protein LptD,Cell wall/membrane/envelope biogenesis,"RpoD,YcjW,RpoE",P31554,54755,57109,-,False,False,True,False,True,False,True,True,False,False,True,373.0,1028.0,8.575389492500001,8.459033147000001,0.22060113000000037
b0055,djlA,djlA;yabH,co-chaperone protein DjlA,"Post-translational modification, protein turnover,and chaperones",,P31680,57364,58179,+,False,False,False,False,False,False,True,True,False,False,True,26.5,161.0,5.764138332,5.59722025,0.2560005470000002
b0056,yabP,,putative uncharacterized protein YabP,Function unknown,,UPI000013A00F,58474,59124,+,False,False,False,False,False,False,False,False,False,True,False,,,5.412594026000001,5.887044773,0.42807713500000055
b0057,yabQ,,protein YabQ,No COG annotation,Lrp,UPI000013A010,59121,59279,+,True,False,True,False,False,False,False,False,False,True,False,,,5.4706689005,6.212387399,0.680748189
b0058,rluA,rluA;yabO,23S rRNA pseudouridine(746) and tRNA pseudouridine(32) synthase,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp",P0AA37,59687,60346,-,True,False,False,True,False,True,True,True,False,False,False,,,5.5991181045000005,5.446933205,0.46838079399999977
b0059,rapA,rapA;hepA;yabA,RNA polymerase-binding ATPase and RNAP recycling factor,Transcription,"RpoD,RpoH,ppGpp",P60240,60358,63264,-,False,False,False,False,False,False,True,True,False,False,True,82.0,780.0,6.228164242,5.6627466910000015,0.4993866510000018
b0060,polB,polB;dinA,DNA polymerase II,"Replication, recombination and repair","RpoD,LexA",P21189,63429,65780,-,True,False,False,False,False,False,True,True,False,False,False,,,4.142933277999999,4.041175622,0.4059130050000004
b0061,araD,araD,L-ribulose-5-phosphate 4-epimerase AraD,Carbohydrate transport and metabolism,"RpoD,AraC,Crp",P08203,65855,66550,-,True,False,False,False,True,True,False,True,False,False,False,,,2.0865462435,1.558770051,0.5807041589999999
b0062,araA,araA,L-arabinose isomerase,Carbohydrate transport and metabolism,"RpoD,AraC,Crp",P08202,66835,68337,-,True,False,False,False,True,True,False,True,False,False,False,,,2.076401756,2.013316749,0.7185355380000003
b0063,araB,araB,ribulokinase,Nucleotide transport and metabolism,"RpoD,AraC,Crp",P08204,68348,70048,-,True,False,False,False,True,True,False,True,False,False,False,,,1.745985316,1.392355386,0.7263853790000001
b0064,araC,araC,DNA-binding transcriptional dual regulator AraC,Transcription,"RpoD,AraC,XylR,Crp",P0A9E0,70387,71265,+,False,False,False,False,False,False,False,True,False,False,False,,,5.3104487165,5.493715237000001,0.5414296563874972
b0065,yabI,yabI,DedA family protein YabI,Function unknown,"YeiE,RpoS,ppGpp",P30149,71351,72115,+,False,False,False,False,False,False,False,True,False,True,False,,,4.458300621999999,4.919906967,0.420796878
b0066,thiQ,thiQ;yabJ,thiamine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,ppGpp,SgrR,DksA",P31548,72229,72927,-,False,False,False,False,True,True,False,True,False,False,False,,,5.1383436755,4.384920353,0.6374386319999998
b0067,thiP,thiP;yabK,thiamine ABC transporter membrane subunit,Inorganic ion transport and metabolism,"RpoD,YcjW,ppGpp,SgrR,DksA",P31549,72911,74521,-,True,False,False,False,True,True,False,True,False,False,False,,,5.12491422,4.13927414,0.7427843599999999
b0068,thiB,thiB;tbpA;yabL,thiamine ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,SgrR,ppGpp,DksA",P31550,74497,75480,-,True,False,False,False,True,True,False,True,False,False,True,18.0,639.0,7.643317257,6.458456196,0.9255037429999984
b0069,sgrR,sgrR;yabN,DNA-binding transcriptional dual regulator SgrR,Transcription,"RpoD,SgrR,ppGpp,DksA",P33595,75644,77299,-,False,False,False,False,False,False,False,True,False,False,False,,,4.981998970999999,4.471574353,0.37660817800000057
b4662,sgrT,sgrT,putative inhibitor of the PtsG glucose transporter,Energy production and conversion,"RpoD,RpoS,Cra,SgrR,ppGpp,DksA",C1P5Z7,77388,77519,+,True,False,False,False,False,False,False,True,False,True,False,,,4.9600546009999995,5.651567944,0.9881745909999999
b0070,setA,setA;yabM,sugar exporter SetA,Inorganic ion transport and metabolism,"RpoD,RpoS,Cra,SgrR,ppGpp,DksA",P31675,77621,78799,+,False,False,False,False,True,True,False,True,False,False,False,,,4.0621064075,4.420443478999999,0.3774840149999994
b0071,leuD,leuD,3-isopropylmalate dehydratase subunit LeuD,Amino acid transport and metabolism,"RpoD,LeuO,Leu-tRNA,ppGpp",P30126,78848,79453,-,True,False,False,True,True,True,True,True,False,False,True,5155.5,2239.0,9.969492493499999,9.650910097,0.5639654629999988
b0072,leuC,leuC,3-isopropylmalate dehydratase subunit LeuC,Amino acid transport and metabolism,"RpoD,YeiE,LeuO,Leu-tRNA,ppGpp",P0A6A6,79464,80864,-,True,False,False,True,True,True,True,True,False,False,True,2280.0,3998.0,9.9222611295,9.55382403,0.6424800900000012
b0073,leuB,leuB,3-isopropylmalate dehydrogenase,Energy production and conversion,"RpoD,LeuO,Leu-tRNA,ppGpp",P30125,80867,81958,-,True,False,False,True,True,True,True,True,False,False,True,4854.0,3121.0,9.715227357,9.404031571,0.6652546089999998
b0074,leuA,leuA,2-isopropylmalate synthase,Amino acid transport and metabolism,"RpoD,LeuO,Leu-tRNA,Lrp,ppGpp",P09151,81958,83529,-,True,False,False,True,True,True,True,True,False,False,True,3424.5,2657.0,9.2870321955,9.282341655,0.5582440299999991
b0075,leuL,leuL;leuLP,leu operon leader peptide,No COG annotation,,P0AD79,83622,83708,-,False,False,False,False,False,False,True,True,False,True,False,,,,,
b0076,leuO,leuO,DNA-binding transcriptional dual regulator LeuO,Transcription,"RpoD,StpA,LeuO,LrhA,RcsB-BglJ,SlyA,H-NS,Lrp,Nac,ppGpp",P10151,84368,85312,+,False,False,False,False,False,False,True,True,False,False,False,,,2.6947979650000002,2.962798379,0.471030968
b4726,yabR,,protein YabR,No COG annotation,,UPI000E466577,85467,85511,-,False,False,False,False,False,False,False,False,False,False,False,,,,,
b0077,ilvI,ilvI,acetolactate synthase/acetohydroxybutanoate synthase%2C catalytic subunit,Coenzyme transport and metabolism,"RpoD,YeiE,dsrA,H-NS,ppGpp,Lrp",P00893,85630,87354,+,True,False,False,False,True,True,True,True,False,False,True,366.0,989.0,8.172370361,7.873837055,0.3439595930000001
b0078,ilvH,ilvH;brnP,acetolactate synthase/acetohydroxybutanoate synthase%2C regulatory subunit,Amino acid transport and metabolism,"RpoD,H-NS,ppGpp,Lrp",P00894,87357,87848,+,True,False,False,False,True,True,True,True,False,False,True,1266.5,896.0,7.767715782,7.926582297774114,0.3216453862258861
b0080,cra,cra;fruC;fruR;shl,DNA-binding transcriptional dual regulator Cra,Transcription,"PhoB,RpoH",P0ACP1,88028,89032,+,True,False,False,False,False,False,True,True,False,False,True,255.5,182.0,7.274693064499999,7.0671490310000005,0.2706498030000013
b0081,mraZ,mraZ;yabB,DNA-binding transcriptional repressor MraZ,Transcription,"RpoD,YdcN,YqhC,MraZ,PdhR",P22186,89634,90092,+,False,False,False,False,False,False,True,True,False,False,False,135.5,,7.7522868365,7.976703725,0.35480267799999865
b0082,rsmH,rsmH;mraW;yabC,16S rRNA m(4)C1402 methyltransferase,"Translation, ribosomal structure and biogenesis","RpoD,MraZ,PdhR",P60390,90094,91035,+,False,False,False,False,False,True,True,True,False,False,True,343.0,413.0,7.4144018395,7.212239284,0.32703418013098684
b0083,ftsL,ftsL;mraR;yabD,cell division protein FtsL,"Cell cycle control, cell division, chromosome partitioning","RpoD,LexA,MraZ,PdhR",P0AEN4,91032,91397,+,False,False,True,False,False,False,True,True,False,False,False,24.0,,7.256369088,6.758323598,0.4083741980726998
b0084,ftsI,ftsI;pbpB,peptidoglycan DD-transpeptidase FtsI,Cell wall/membrane/envelope biogenesis,"RpoD,YbaQ,LexA,MraZ,PdhR",P0AD68,91413,93179,+,False,False,True,True,True,True,True,True,False,False,True,14.0,129.0,6.6087333699999995,6.420637007000001,0.35712093800000133
b0085,murE,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P22188,93166,94653,+,False,False,True,False,True,True,True,True,False,False,True,396.0,462.0,7.1229821885,6.995881248,0.30689165348716774
b0086,murF,murF;mra,D-alanyl-D-alanine-adding enzyme,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P11880,94650,96008,+,False,False,True,True,True,True,True,True,False,False,True,421.5,244.0,7.0632407205,6.875053614,0.2762432749999997
b0087,mraY,mraY;murX,phospho-N-acetylmuramoyl-pentapeptide-transferase,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P0A6W3,96002,97084,+,False,False,True,True,True,True,True,True,False,False,True,23.5,236.0,6.5353612755,6.5827303210000006,0.24499722399999957
b0088,murD,murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,Cell wall/membrane/envelope biogenesis,"RpoD,YidZ,LexA,MraZ,PdhR,GlaR",P14900,97087,98403,+,False,False,True,False,True,True,True,True,False,False,True,61.0,308.0,6.943873888500001,6.745653811,0.2919876970000006
b0089,ftsW,ftsW,putative lipid II flippase FtsW,"Cell cycle control, cell division, chromosome partitioning","RpoD,LexA,MraZ,PdhR",P0ABG4,98403,99647,+,False,False,True,False,True,False,True,True,False,False,False,,,6.355992297,6.476025628,0.24640132900000022
b0090,murG,murG,N-acetylglucosaminyl transferase,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P17443,99644,100711,+,False,False,True,True,True,True,True,True,False,False,True,83.5,239.0,6.5633841655000005,6.554972152,0.25810033400000076
b0091,murC,murC,UDP-N-acetylmuramate--L-alanine ligase,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P17952,100765,102240,+,False,False,True,False,True,True,True,True,False,False,True,350.5,458.0,6.9717189785,7.008394776,0.21844687099999938
b0092,ddlB,ddlB;ddl,D-alanine--D-alanine ligase B,Nucleotide transport and metabolism,"RpoD,LexA,MraZ,PdhR",P07862,102233,103153,+,False,False,False,False,True,True,True,True,False,False,True,504.5,377.0,7.234280321,7.389255319,0.21630886300000007
b0093,ftsQ,ftsQ,cell division protein FtsQ,"Cell cycle control, cell division, chromosome partitioning","RpoD,RpoS,LexA,MraZ,PdhR,SdiA,Lrp,ppGpp",P06136,103155,103985,+,False,False,True,False,False,False,True,True,False,False,False,,,7.1636415655,7.301390415,0.2677473889999984
b0094,ftsA,ftsA;divA,cell division protein FtsA,"Cell cycle control, cell division, chromosome partitioning","RpoD,RpoS,LexA,MraZ,PdhR,RcsB,SdiA,ppGpp",P0ABH0,103982,105244,+,False,False,True,False,False,False,True,True,False,False,True,533.0,498.0,7.009142278500001,7.502209018297,0.32536167370300006
b0095,ftsZ,ftsZ;sfiB;sulB,cell division protein FtsZ,"Cell cycle control, cell division, chromosome partitioning","RpoD,dicF,RpoS,LexA,MraZ,PdhR,RcsB,SdiA,ArgR,ppGpp",P0A9A6,105305,106456,+,False,False,True,False,False,False,True,True,False,False,True,4342.0,2650.0,9.265014073,9.158498759788436,0.30194382778843654
b0096,lpxC,lpxC;asmB;envA,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P0A725,106557,107474,+,True,False,True,True,True,True,True,True,False,False,True,112.0,180.0,9.7077652025,10.29018819,0.2522240500000006
b0097,secM,secM;srrA;yacA,SecA translation regulator,Function unknown,,P62395,107705,108217,+,False,False,True,False,False,False,True,True,False,False,False,,,8.89028317,7.887164636068388,0.2686144210683876
b0098,secA,secA;azi;pea;prlD,protein translocation ATPase,"Intracellular trafficking, secretion, and vesicular transport",,P10408,108279,110984,+,False,False,True,False,False,True,True,True,False,False,True,686.0,1485.0,7.651831151,7.681890677999999,0.22614311499999928
b0099,mutT,mutT,8-oxo-dGTP diphosphatase,"Replication, recombination and repair",,P08337,111044,111433,+,True,False,False,False,True,True,True,True,False,False,False,,,4.503869365,4.613830507,0.5560000249999995
b0101,yacG,yacG,DNA gyrase inhibitor YacG,Function unknown,,P0A8H8,111649,111846,-,False,False,False,False,False,False,True,True,False,False,False,49.5,,6.7486429039999996,6.729964543,0.4239410829999999
b0102,zapD,zapD;yacF,cell division factor ZapD,"Cell cycle control, cell division, chromosome partitioning",,P36680,111856,112599,-,False,False,False,False,False,False,True,True,False,False,True,267.5,371.0,6.9094037175,6.536775959,0.36823403
b0103,coaE,coaE;yacE,dephospho-CoA kinase,Nucleotide transport and metabolism,"YqhC,YneJ",P0A6I9,112599,113219,-,False,False,False,False,True,True,True,True,False,False,False,54.0,,6.769884246,6.281626158661823,0.38438779302333703
b4727,yacM,,protein YacM,No COG annotation,,UPI000E46656E,113244,113288,+,False,False,False,False,False,False,False,False,False,False,False,,,,,
b0104,guaC,guaC,GMP reductase,Nucleotide transport and metabolism,YiaU,P60560,113444,114487,+,False,False,False,False,True,True,True,True,False,False,True,965.5,1352.0,8.8614683545,8.107846976,0.5470098060000019
b0106,hofC,hofC;hopC;yacD,inner membrane protein HofC,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Crp,Nac",P36646,114522,115724,-,False,False,False,False,False,False,True,True,False,True,False,,,2.326886012,2.464416888,0.24947812901501987
b0107,hofB,hofB;hopB,T2SSE family protein,Cell motility,"RpoD,YdcN,Crp",P36645,115714,117099,-,False,False,False,False,False,False,True,True,False,True,False,,,2.6273073399999998,2.816674294654024,0.3553206646540241
b0108,ppdD,ppdD,prepilin peptidase-dependent protein,Cell motility,"RpoD,Crp",P36647,117109,117549,-,False,False,False,False,False,False,True,True,False,True,False,,,0.871956041,0.864228413,0.41326667099999986
b0109,nadC,nadC,quinolinate phosphoribosyltransferase (decarboxylating),Nucleotide transport and metabolism,"Crp,Nac",P30011,117752,118645,-,False,False,False,False,True,True,True,True,False,False,True,513.5,365.0,6.928161329,6.432602499,0.27292090899999977
b0110,ampD,ampD,1%2C6-anhydro-N-acetylmuramoyl-L-alanine amidase,Defense mechanisms,"YfeD,Crp,ppGpp,Nac",P13016,118733,119284,+,False,False,False,False,True,True,True,True,False,False,False,,,5.794527152999999,5.847992924,0.34693844756746817
b0111,ampE,ampE,protein AmpE,Defense mechanisms,Crp,P0AE14,119281,120135,+,False,False,False,False,False,False,True,True,False,True,False,3.0,,4.9961403195,5.113757309,0.3517338800000003
